기체번호,항공사,기종,정원_F,정원_C,정원_W,정원_Y,총정원
TC-JUI,Turkish Airlines,A320-232,0,0,0,162,162
TC-JUJ,Turkish Airlines,A320-232,0,0,0,150,150
TC-JUK,Turkish Airlines,A320-232,0,0,0,162,162
TC-JPC,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPD,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPF,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPG,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPH,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPI,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPJ,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPK,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPL,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPM,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPN,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPO,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPR,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPS,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPT,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPV,Turkish Airlines,A320-214,0,0,0,150,150
TC-JLP,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLM,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLO,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUA,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUB,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUD,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLN,Turkish Airlines,A319-132,0,0,0,132,132
TC-JPY,Turkish Airlines,A320-214,0,0,0,150,150
TC-JFL,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFM,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFU,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFV,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGA,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGC,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGD,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGM,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JKO,Turkish Airlines,B737-752,0,12,0,112,124
TC-JGG,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGI,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGK,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGO,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGP,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGR,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGS,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGT,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGU,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGV,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGY,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGZ,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHA,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHB,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHC,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHD,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHE,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JHF,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JYA,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYB,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JHK,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHL,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JYC,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JYD,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYE,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JHM,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHN,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JYF,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYG,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYH,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYI,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYJ,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JHO,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVA,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHR,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVB,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHS,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHV,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHP,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHT,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHU,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHY,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JHZ,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVC,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVE,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVD,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVF,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVG,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JYL,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYM,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYN,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYO,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JYP,Turkish Airlines,B737-9F2,0,16,0,135,151
TC-JVH,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVI,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVK,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVJ,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVM,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVL,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVN,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVP,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVT,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVS,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVU,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVV,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVY,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVZ,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JZE,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JZF,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JZG,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JZH,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVR,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JVO,Turkish Airlines,B737-8F2,0,16,0,135,151
TC-JGN,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGH,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGL,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JRA,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRB,Turkish Airlines,A321-231,0,8,0,186,194
TC-JMM,Turkish Airlines,A321-231,0,8,0,186,194
TC-JMN,Turkish Airlines,A321-231,0,20,0,158,178
TC-JRC,Turkish Airlines,A321-231,0,20,0,158,178
TC-JRD,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRE,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRF,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRG,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRH,Turkish Airlines,A321-231,0,8,0,186,194
TC-JML,Turkish Airlines,A321-231,0,20,0,158,178
TC-JRI,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRJ,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRK,Turkish Airlines,A321-231,0,8,0,186,194
TC-JRL,Turkish Airlines,A321-231,0,8,0,186,194
TC-JMH,Turkish Airlines,A321-231,0,20,0,158,178
TC-JMI,Turkish Airlines,A321-231,0,20,0,158,178
TC-JMJ,Turkish Airlines,A321-231,0,20,0,158,178
TC-JMK,Turkish Airlines,A321-231,0,20,0,158,178
TC-JRM,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRN,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRO,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRP,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRR,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRS,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRT,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRU,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRV,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRY,Turkish Airlines,A321-231,0,16,0,164,180
TC-JRZ,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSA,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSB,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSC,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSD,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSE,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSF,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSG,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSH,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSI,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSJ,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSK,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSL,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSM,Turkish Airlines,A321-231,0,16,0,164,180
TC-JSN,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSO,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSP,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSR,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSS,Turkish Airlines,A321-231,0,20,0,158,178
TC-JST,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSU,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSV,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSY,Turkish Airlines,A321-231,0,20,0,158,178
TC-JSZ,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTA,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTD,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTE,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTF,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTG,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTH,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTI,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTJ,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTK,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTL,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTM,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTN,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTO,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTP,Turkish Airlines,A321-231,0,20,0,158,178
TC-JTR,Turkish Airlines,A321-231,0,20,0,158,178
TC-JNA,Turkish Airlines,A330-203,0,18,0,232,250
TC-JNB,Turkish Airlines,A330-203,0,18,0,232,250
TC-JNC,Turkish Airlines,A330-203,0,18,0,232,250
TC-JND,Turkish Airlines,A330-203,0,18,0,232,250
TC-JNE,Turkish Airlines,A330-203,0,18,0,232,250
TC-JIO,Turkish Airlines,A330-223,0,24,0,255,279
TC-LNA,Turkish Airlines,A330-223,0,24,0,251,275
TC-JIP,Turkish Airlines,A330-223,0,24,0,255,279
TC-JIL,Turkish Airlines,A330-203,0,30,0,190,220
TC-JIM,Turkish Airlines,A330-203,0,30,0,190,220
TC-JIN,Turkish Airlines,A330-203,0,30,0,190,220
TC-LNB,Turkish Airlines,A330-223,0,18,0,251,269
TC-JIR,Turkish Airlines,A330-223,0,24,0,255,279
TC-JIS,Turkish Airlines,A330-223,0,24,0,255,279
TC-JIT,Turkish Airlines,A330-223,0,24,0,255,279
TC-JIZ,Turkish Airlines,A330-223,0,24,0,255,279
TC-JNH,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNI,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNJ,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNK,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNL,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNM,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNN,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNO,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNP,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNR,Turkish Airlines,A330-343,0,28,0,261,289
TC-JNS,Turkish Airlines,A330-303,0,28,0,261,289
TC-JNT,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOA,Turkish Airlines,A330-343,0,40,0,265,305
TC-JNZ,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOB,Turkish Airlines,A330-343,0,40,0,265,305
TC-JOM,Turkish Airlines,A330-302,0,28,0,263,291
TC-JOA,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOB,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOD,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOC,Turkish Airlines,A330-343,0,40,0,265,305
TC-LOD,Turkish Airlines,A330-343,0,40,0,265,305
TC-JOE,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOE,Turkish Airlines,A330-343,0,40,0,265,305
TC-JOF,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOG,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOH,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOI,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOF,Turkish Airlines,A330-343,0,40,0,265,305
TC-JOJ,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOK,Turkish Airlines,A330-303,0,28,0,261,289
TC-JOL,Turkish Airlines,A330-303,0,28,0,261,289
TC-LOG,Turkish Airlines,A330-343,0,40,0,265,305
TC-LNC,Turkish Airlines,A330-303,0,28,0,261,289
TC-LND,Turkish Airlines,A330-303,0,28,0,261,289
TC-LNE,Turkish Airlines,A330-303,0,28,0,261,289
TC-LNF,Turkish Airlines,A330-303,0,28,0,261,289
TC-LNG,Turkish Airlines,A330-303,0,28,0,261,289
VQ-BOF,Ural Airlines,A321-211,0,0,0,220,220
VQ-BKJ,Ural Airlines,A321-211,0,0,0,220,220
VQ-BKH,Ural Airlines,A321-211,0,0,0,220,220
VQ-BKG,Ural Airlines,A321-211,0,0,0,220,220
VQ-BOC,Ural Airlines,A321-231,0,0,0,220,220
VQ-BCX,Ural Airlines,A321-211,0,0,0,220,220
VQ-BOB,Ural Airlines,A321-211,0,0,0,220,220
VQ-BOZ,Ural Airlines,A321-211,0,0,0,220,220
VQ-BCE,Ural Airlines,A321-231,0,0,0,220,220
VP-BVP,Ural Airlines,A321-211,0,0,0,220,220
VP-BBH,Ural Airlines,A321-211,0,0,0,220,220
VP-BIH,Ural Airlines,A321-211,0,0,0,220,220
VP-BSW,Ural Airlines,A321-231,0,0,0,220,220
VP-BSY,Ural Airlines,A321-231,0,0,0,220,220
VP-BFZ,Ural Airlines,A320-214,0,12,0,144,156
VQ-BAG,Ural Airlines,A320-214,0,12,0,144,156
VQ-BFV,Ural Airlines,A320-214,0,12,0,144,156
VQ-BCY,Ural Airlines,A320-214,0,12,0,144,156
VQ-BLO,Ural Airlines,A320-214,0,12,0,144,156
VQ-BCZ,Ural Airlines,A320-214,0,12,0,144,156
VP-BMW,Ural Airlines,A320-214,0,12,0,144,156
VQ-BDM,Ural Airlines,A320-214,0,12,0,144,156
VQ-BDJ,Ural Airlines,A320-214,0,12,0,144,156
VP-BBQ,Ural Airlines,A320-214,0,12,0,144,156
VQ-BFW,Ural Airlines,A320-214,0,12,0,144,156
VP-BDL,Ural Airlines,A320-232,0,12,0,144,156
VP-BMT,Ural Airlines,A320-214,0,12,0,144,156
VQ-BGJ,Ural Airlines,A320-232,0,12,0,144,156
VQ-BCI,Ural Airlines,A320-214,0,12,0,144,156
VP-BQW,Ural Airlines,A320-214,0,12,0,144,156
VQ-BRE,Ural Airlines,A320-214,0,12,0,144,156
VP-BIE,Ural Airlines,A320-214,0,12,0,144,156
VP-BTZ,Ural Airlines,A320-214,0,12,0,144,156
VP-BKB,Ural Airlines,A320-214,0,12,0,144,156
VP-BKX,Ural Airlines,A320-214,0,12,0,150,162
VQ-BQN,Ural Airlines,A320-214,0,12,0,144,156
VQ-BNI,Ural Airlines,A320-214,0,12,0,144,156
VQ-BGI,Ural Airlines,A320-232,0,12,0,144,156
VP-BBG,Ural Airlines,A319-112,0,8,0,126,134
VP-BJV,Ural Airlines,A319-112,0,8,0,126,134
VP-BTF,Ural Airlines,A319-112,0,8,0,126,134
VP-BTE,Ural Airlines,A319-112,0,8,0,126,134
VQ-BTY,Ural Airlines,A319-112,0,8,0,126,134
VQ-BTZ,Ural Airlines,A319-112,0,8,0,126,134
VQ-BTP,Ural Airlines,A319-112,0,8,0,126,134
VQ-BDA,Ural Airlines,A321-211,0,0,0,220,220
VQ-BLC,Utair,ATR 72-500,0,0,0,70,70
VQ-BLD,Utair,ATR 72-500,0,0,0,70,70
VQ-BLE,Utair,ATR 72-500,0,0,0,70,70
VQ-BLF,Utair,ATR 72-500,0,0,0,70,70
VQ-BLG,Utair,ATR 72-500,0,0,0,70,70
VQ-BLH,Utair,ATR 72-500,0,0,0,70,70
VQ-BLI,Utair,ATR 72-500,0,0,0,70,70
VQ-BLJ,Utair,ATR 72-500,0,0,0,70,70
VQ-BLK,Utair,ATR 72-500,0,0,0,70,70
VQ-BLL,Utair,ATR 72-500,0,0,0,70,70
VQ-BLM,Utair,ATR 72-500,0,0,0,70,70
VQ-BLN,Utair,ATR 72-500,0,0,0,70,70
VQ-BMA,Utair,ATR 72-500,0,0,0,70,70
VQ-BMB,Utair,ATR 72-500,0,0,0,70,70
VQ-BMD,Utair,ATR 72-500,0,0,0,70,70
VQ-BHZ,Utair,B737-46M,0,0,0,159,159
VQ-BIC,Utair,B737-45S,0,0,0,159,159
VQ-BID,Utair,B737-45S,0,0,0,159,159
VQ-BIE,Utair,B737-45S,0,0,0,159,159
VQ-BIF,Utair,B737-45S,0,0,0,159,159
VQ-BIG,Utair,B737-45S,0,0,0,159,159
VP-BFO,Utair,B737-524,0,0,0,126,126
VP-BFS,Utair,B737-524,0,0,0,126,126
VP-BFW,Utair,B737-524,0,0,0,126,126
VP-BVL,Utair,B737-524,0,0,0,126,126
VP-BVN,Utair,B737-524,0,0,0,126,126
VP-BVZ,Utair,B737-524,0,0,0,126,126
VP-BXO,Utair,B737-524,0,0,0,126,126
VP-BXQ,Utair,B737-524,0,0,0,126,126
VP-BXR,Utair,B737-524,0,0,0,126,126
VP-BXU,Utair,B737-524,0,0,0,126,126
VP-BXY,Utair,B737-524,0,0,0,126,126
VP-BYK,Utair,B737-524,0,0,0,126,126
VP-BYL,Utair,B737-524,0,0,0,126,126
VP-BYM,Utair,B737-524,0,0,0,126,126
VQ-BAC,Utair,B737-524,0,0,0,126,126
N16618,Utair,B737-524,0,0,0,126,126
VQ-BAD,Utair,B737-524,0,0,0,126,126
VQ-BAE,Utair,B737-524,0,0,0,126,126
VQ-BJL,Utair,B737-524,0,0,0,126,126
VQ-BJM,Utair,B737-524,0,0,0,126,126
VQ-BJN,Utair,B737-524,0,0,0,126,126
VQ-BJO,Utair,B737-524,0,0,0,126,126
VQ-BJP,Utair,B737-524,0,0,0,126,126
VQ-BJQ,Utair,B737-524,0,0,0,126,126
VQ-BJS,Utair,B737-524,0,0,0,126,126
VQ-BJT,Utair,B737-524,0,0,0,126,126
VQ-BJU,Utair,B737-524,0,0,0,126,126
VQ-BJV,Utair,B737-524,0,0,0,126,126
VQ-BPO,Utair,B737-524,0,8,0,106,114
VQ-BPP,Utair,B737-524,0,0,0,126,126
VQ-BPQ,Utair,B737-524,0,0,0,126,126
VQ-BPR,Utair,B737-524,0,0,0,126,126
VQ-BPS,Utair,B737-524,0,0,0,126,126
VQ-BDH,Utair,B737-8S3,0,0,0,186,186
VQ-BJF,Utair,B737-8AS,0,0,0,186,186
VQ-BJG,Utair,B737-8AS,0,0,0,186,186
VQ-BJH,Utair,B737-8AS,0,0,0,186,186
VQ-BJI,Utair,B737-8AS,0,0,0,186,186
VQ-BJJ,Utair,B737-8AS,0,0,0,186,186
VQ-BQP,Utair,B737-8GU,0,12,0,147,159
VQ-BQQ,Utair,B737-8GU,0,12,0,147,159
VQ-BQR,Utair,B737-8GU,0,12,0,147,159
VQ-BQS,Utair,B737-8GU,0,12,0,147,159
VP-BAG,Utair,B767-224,0,10,0,245,255
VP-BAI,Utair,B767-224,0,10,0,245,255
VP-BAL,Utair,B767-224,0,10,0,245,255
UK-32011,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32012,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32014,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32015,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32016,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32017,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32018,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32019,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-32020,Uzbekistan Airways,A320-214,0,12,0,138,150
UK-75701,Uzbekistan Airways,B757-23P,0,26,0,158,184
UK-75702,Uzbekistan Airways,B757-23P,0,26,0,158,184
VP-BUH,Uzbekistan Airways,B757-231,0,22,0,168,190
VP-BUI,Uzbekistan Airways,B757-231,0,22,0,168,190
VP-BUJ,Uzbekistan Airways,B757-231,0,22,0,168,190
UK-67003,Uzbekistan Airways,B767-33P,0,15,0,232,247
UK-67004,Uzbekistan Airways,B767-33P,0,15,0,232,247
UK-67005,Uzbekistan Airways,B767-33P,0,15,0,232,247
UK-67006,Uzbekistan Airways,B767-33P,0,15,0,232,247
UK-67007,Uzbekistan Airways,B767-3CB,0,18,0,246,264
VP-BUF,Uzbekistan Airways,B767-33P,0,18,0,246,264
UK-67008,Uzbekistan Airways,B767-33P,0,18,0,246,264
UK-78701,Uzbekistan Airways,B787-8,0,24,0,222,246
UK-78702,Uzbekistan Airways,B787-8,0,24,0,222,246
VP-BDY,VIM Airlines,A319-112,0,0,0,150,150
VP-BDZ,VIM Airlines,A319-112,0,0,0,150,150
VQ-BTL,VIM Airlines,A319-111,0,0,0,150,150
VP-BVU,VIM Airlines,B737-5Y0,0,0,0,126,126
VP-BVV,VIM Airlines,B737-5Y0,0,0,0,126,126
VP-BVS,VIM Airlines,B737-524,0,0,0,126,126
VQ-BTK,VIM Airlines,A319-111,0,0,0,150,150
RA-73007,VIM Airlines,B757-230,0,0,0,220,220
RA-73008,VIM Airlines,B757-230,0,0,0,220,220
RA-73009,VIM Airlines,B757-230,0,0,0,220,220
RA-73010,VIM Airlines,B757-230,0,0,0,220,220
RA-73011,VIM Airlines,B757-230,0,0,0,220,220
RA-73012,VIM Airlines,B757-230,0,0,0,220,220
RA-73014,VIM Airlines,B757-230,0,0,0,220,220
RA-73015,VIM Airlines,B757-230,0,0,0,220,220
RA-73016,VIM Airlines,B757-230,0,0,0,220,220
RA-73017,VIM Airlines,B757-230,0,0,0,220,220
RA-73018,VIM Airlines,B757-230,0,0,0,220,220
RA-73019,VIM Airlines,B757-230,0,0,0,220,220
EI-LTA,VIM Airlines,B757-23N,0,0,0,220,220
EU-LTU,VIM Airlines,B757-23N,0,0,0,220,220
EI-LTY,VIM Airlines,B757-23N,0,0,0,220,220
VP-BBN,Yamal Airlines,A320-232,0,8,0,156,164
VP-BCU,Yamal Airlines,A320-232,0,8,0,156,164
VP-BCN,Yamal Airlines,A320-232,0,8,0,156,164
VP-BHW,Yamal Airlines,A320-232,0,8,0,156,164
VP-BHZ,Yamal Airlines,A320-214,0,8,0,156,164
VP-BHX,Yamal Airlines,A320-214,0,8,0,156,164
VQ-BZS,Yamal Airlines,A320-232,0,0,0,180,180
VQ-BWZ,Yamal Airlines,A320-232,0,0,0,180,180
VP-BNH,Rusline,CRJ-100ER,0,0,0,50,50
VP-BNK,Rusline,CRJ-100ER,0,0,0,50,50
VP-BNM,Rusline,CRJ-100ER,0,0,0,50,50
VP-BNO,Rusline,CRJ-100ER,0,0,0,50,50
VP-BVC,Rusline,CRJ-100ER,0,0,0,50,50
VP-BVD,Rusline,CRJ-100ER,0,0,0,50,50
VP-BVK,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BNA,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BNB,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BND,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BNE,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BNL,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BNY,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BMN,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BBW,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BFA,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BFB,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BFF,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BFI,Rusline,CRJ-100ER,0,0,0,50,50
VQ-BIX,Rusline,CRJ-100ER,0,0,0,50,50
4L-TGM,Airzena Georgian Airways,B737-76N,0,12,0,120,132
4L-TGN,Airzena Georgian Airways,B737-7BK,0,12,0,120,132
4L-TGO,Airzena Georgian Airways,B737-7CT,0,12,0,120,132
OH-LXI,Finnair,A320-214,0,14,0,151,165
OH-LVI,Finnair,A319-112,0,14,0,124,138
OH-LVK,Finnair,A319-112,0,14,0,124,138
OH-LVH,Finnair,A319-112,0,14,0,124,138
OH-LVL,Finnair,A319-112,0,14,0,124,138
EW-513PO,Belavia,ERJ-195LR,0,11,0,96,107
YL-CSB,Air Baltic,CS300,0,0,0,145,145
YL-CSE,Air Baltic,CS300,0,0,0,145,145
YL-CSH,Air Baltic,CS300,0,0,0,145,145
YL-CSG,Air Baltic,CS300,0,0,0,145,145
YL-CSF,Air Baltic,CS300,0,0,0,145,145
B-6609,Air China,A320-214,0,8,0,150,158
B-6610,Air China,A320-214,0,8,0,150,158
