기체번호,항공사,기종,정원_F,정원_C,정원_W,정원_Y,총정원
B-6606,Air China,A320-214,0,8,0,150,158
B-6607,Air China,A320-214,0,8,0,150,158
B-6611,Air China,A320-214,0,8,0,150,158
B-6608,Air China,A320-214,0,8,0,150,158
B-6676,Air China,A320-232,0,8,0,150,158
B-6677,Air China,A320-232,0,8,0,150,158
B-6731,Air China,A320-232,0,8,0,150,158
B-6733,Air China,A320-232,0,8,0,150,158
B-6745,Air China,A320-232,0,8,0,150,158
B-6773,Air China,A320-232,0,8,0,150,158
B-6767,Air China,A320-214,0,8,0,150,158
B-6793,Air China,A320-214,0,8,0,150,158
B-6847,Air China,A320-214,0,8,0,150,158
B-6822,Air China,A320-214,0,8,0,150,158
B-6828,Air China,A320-214,0,8,0,150,158
B-6846,Air China,A320-214,0,8,0,150,158
B-6882,Air China,A320-232,0,8,0,150,158
B-6915,Air China,A320-214,0,8,0,150,158
B-6916,Air China,A320-214,0,8,0,150,158
B-6918,Air China,A320-214,0,8,0,150,158
B-6881,Air China,A320-214,0,8,0,150,158
B-6941,Air China,A320-214,0,8,0,150,158
B-6967,Air China,A320-214,0,8,0,150,158
B-9918,Air China,A320-214,0,8,0,150,158
B-9922,Air China,A320-232,0,8,0,150,158
B-9923,Air China,A320-214,0,8,0,150,158
B-9925,Air China,A320-214,0,8,0,150,158
B-9926,Air China,A320-214,0,8,0,150,158
B-1853,Air China,A320-214,0,8,0,150,158
B-1852,Air China,A320-214,0,8,0,150,158
B-1873,Air China,A320-214,0,8,0,150,158
B-1875,Air China,A320-214,0,8,0,150,158
B-1686,Air China,A320-214,0,8,0,150,158
B-1687,Air China,A320-214,0,8,0,150,158
B-8337,Air China,A320-232,0,8,0,150,158
B-8429,Air China,A320-232,0,8,0,150,158
B-8338,Air China,A320-232,0,8,0,150,158
B-8490,Air China,A320-232,0,8,0,150,158
B-8491,Air China,A320-232,0,8,0,150,158
B-8493,Air China,A320-232,0,8,0,150,158
B-8743,Air China,A320-232,0,8,0,150,158
B-8582,Air China,A320-232,0,8,0,150,158
B-3197,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3198,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3199,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3146,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3147,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3148,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3149,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3136,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3137,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3145,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3135,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3138,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3139,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3205,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3206,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3209,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3210,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3216,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3217,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-3218,China Southern Airlines,ERJ-190LR,0,6,16,76,98
B-6056,China Southern Airlines,A330-243,0,24,50,184,258
B-6057,China Southern Airlines,A330-243,0,24,50,184,258
B-6058,China Southern Airlines,A330-243,0,24,50,184,258
B-6059,China Southern Airlines,A330-243,0,24,50,184,258
B-6077,China Southern Airlines,A330-243,0,24,50,184,258
B-6078,China Southern Airlines,A330-243,0,24,50,184,258
B-6086,China Southern Airlines,A330-343,4,24,48,208,284
B-6087,China Southern Airlines,A330-343,4,24,48,208,284
B-6098,China Southern Airlines,A330-343,4,24,48,208,284
B-6111,China Southern Airlines,A330-343,4,24,48,208,284
B-6112,China Southern Airlines,A330-343,4,24,48,208,284
B-6500,China Southern Airlines,A330-343,4,24,48,208,284
B-6502,China Southern Airlines,A330-343,4,24,48,208,284
B-6501,China Southern Airlines,A330-343,4,24,48,208,284
B-6135,China Southern Airlines,A330-223,4,24,84,142,254
B-6515,China Southern Airlines,A330-223,4,24,84,142,254
B-6516,China Southern Airlines,A330-223,4,24,84,142,254
B-6528,China Southern Airlines,A330-223,4,24,84,142,254
B-6526,China Southern Airlines,A330-223,4,24,84,142,254
B-6531,China Southern Airlines,A330-223,4,24,84,142,254
B-6532,China Southern Airlines,A330-223,4,24,84,142,254
B-6542,China Southern Airlines,A330-223,4,24,84,142,254
B-6547,China Southern Airlines,A330-223,4,24,84,142,254
B-6548,China Southern Airlines,A330-223,4,24,84,142,254
B-5917,China Southern Airlines,A330-323,0,30,48,197,275
B-5922,China Southern Airlines,A330-323,0,30,48,197,275
B-5928,China Southern Airlines,A330-323,0,30,48,197,275
B-5939,China Southern Airlines,A330-323,0,30,48,197,275
B-5940,China Southern Airlines,A330-323,0,30,48,197,275
B-5951,China Southern Airlines,A330-323,0,30,48,197,275
B-5959,China Southern Airlines,A330-323,0,12,24,242,278
B-5965,China Southern Airlines,A330-323,0,12,24,242,278
B-5966,China Southern Airlines,A330-323,0,30,41,187,258
B-5967,China Southern Airlines,A330-323,0,12,24,242,278
B-5970,China Southern Airlines,A330-323,0,30,41,187,258
B-8358,China Southern Airlines,A330-323,0,30,41,187,258
B-8359,China Southern Airlines,A330-323,0,12,24,242,278
B-8426,China Southern Airlines,A330-323,0,12,24,242,278
B-8870,China Southern Airlines,A330-323,0,30,48,197,275
B-8360,China Southern Airlines,A330-323,0,28,0,258,286
B-8361,China Southern Airlines,A330-343,0,28,0,258,286
B-8362,China Southern Airlines,A330-343,0,28,0,258,286
B-8363,China Southern Airlines,A330-343,0,28,0,258,286
B-8365,China Southern Airlines,A330-343,0,28,0,258,286
B-8366,China Southern Airlines,A330-343,0,28,0,258,286
B-1062,China Southern Airlines,A330-343,0,28,0,258,286
B-1063,China Southern Airlines,A330-343,0,28,0,258,286
B-1065,China Southern Airlines,A330-343,0,28,0,258,286
B-1323,Urumqi Air,B737-86W,0,0,0,186,186
VP-BPJ,Pobeda,B737-8AL,0,0,0,189,189
VP-BPK,Pobeda,B737-8AL,0,0,0,189,189
VP-BPL,Pobeda,B737-8AL,0,0,0,189,189
VP-BPS,Pobeda,B737-8AL,0,0,0,189,189
VP-BPT,Pobeda,B737-8AL,0,0,0,189,189
VP-BPU,Pobeda,B737-8AL,0,0,0,189,189
VP-BPV,Pobeda,B737-8AL,0,0,0,189,189
VP-BPX,Pobeda,B737-8MA,0,0,0,189,189
VQ-BAW,Pobeda,B737-8MA,0,0,0,189,189
VQ-BTC,Pobeda,B737-8MA,0,0,0,189,189
VQ-BTD,Pobeda,B737-81D,0,0,0,189,189
VQ-BTE,Pobeda,B737-8FZ,0,0,0,189,189
VQ-BTG,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BTH,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BTI,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BTJ,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BTS,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BWG,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BWH,Pobeda,B737-8LJ,0,0,0,189,189
VQ-BWI,Pobeda,B737-8LJ,0,0,0,189,189
UP-B3720,SCAT,B737-8 MAX,0,0,0,189,189
UP-B3710,SCAT,B737-31S,0,0,0,144,144
UP-B3712,SCAT,B737-35B,0,0,0,144,144
UP-B3718,SCAT,B737-3U3,0,0,0,144,144
LY-AWD,SCAT,B737-522,0,0,0,18,18
LY-AWE,SCAT,B737-522,0,0,0,118,118
LY-AYZ,SCAT,B737-548,0,0,0,118,118
LY-AZV,SCAT,B737-7GL,0,0,0,149,149
UP-B5702,SCAT,B757-21B,0,8,0,192,200
UP-B5703,SCAT,B757-21B,0,8,0,192,200
UP-B5704,SCAT,B757-21B,0,8,0,192,200
UP-CJ004,SCAT,CRJ-200LR,0,0,0,50,50
UP-CJ005,SCAT,CRJ-200LR,0,0,0,50,50
UP-CJ007,SCAT,CRJ-200ER,0,0,0,50,50
UP-CJ008,SCAT,CRJ-200LR,0,0,0,50,50
UP-CJ011,SCAT,CRJ-200ER,0,0,0,50,50
UP-CJ012,SCAT,CRJ-200ER,0,0,0,50,50
UP-CJ015,SCAT,CRJ-200ER,0,0,0,50,50
LY-FLG,SCAT,B757-204,0,0,0,235,235
UP-B6703,Sunday Airlines,B767-332,0,12,0,278,290
SX-EMB,Ellinair,A319-133,0,0,0,144,144
SX-EMM,Ellinair,A319-132,0,0,0,144,144
A6-EIC,Etihad Airways,A320-232,0,16,0,120,136
A6-EIF,Etihad Airways,A320-232,0,16,0,120,136
A6-EIG,Etihad Airways,A320-232,0,16,0,120,136
A6-EIK,Etihad Airways,A320-232,0,16,0,120,136
A6-EIH,Etihad Airways,A320-232,0,16,0,120,136
A6-EII,Etihad Airways,A320-232,0,16,0,120,136
A6-EIJ,Etihad Airways,A320-232,0,16,0,120,136
A6-EIL,Etihad Airways,A320-232,0,16,0,120,136
A6-EIM,Etihad Airways,A320-232,0,16,0,120,136
A6-EIN,Etihad Airways,A320-232,0,16,0,120,136
A6-EIO,Etihad Airways,A320-232,0,16,0,120,136
A6-EIP,Etihad Airways,A320-232,0,16,0,120,136
A6-EIQ,Etihad Airways,A320-232,0,16,0,120,136
A6-EIR,Etihad Airways,A320-232,0,16,0,120,136
A6-EIS,Etihad Airways,A320-232,0,16,0,120,136
A6-EIT,Etihad Airways,A320-232,0,16,0,120,136
A6-EIU,Etihad Airways,A320-232,0,16,0,120,136
A6-EIV,Etihad Airways,A320-232,0,16,0,120,136
A6-EIW,Etihad Airways,A320-232,0,16,0,120,136
A6-EIX,Etihad Airways,A320-232,0,16,0,120,136
A6-EIY,Etihad Airways,A320-232,0,16,0,120,136
A6-EJA,Etihad Airways,A320-232,0,16,0,120,136
A6-EIE,Etihad Airways,A319-132,0,16,0,90,106
A6-EID,Etihad Airways,A319-132,0,16,0,90,106
A6-AEA,Etihad Airways,A321-231,0,16,0,158,174
A6-AEB,Etihad Airways,A321-231,0,16,0,158,174
A6-AEC,Etihad Airways,A321-231,0,16,0,158,174
A6-AED,Etihad Airways,A321-231,0,16,0,158,174
A6-AEE,Etihad Airways,A321-231,0,16,0,158,174
A6-AEF,Etihad Airways,A321-231,0,16,0,158,174
A6-AEG,Etihad Airways,A321-231,0,16,0,158,174
A6-AEH,Etihad Airways,A321-231,0,16,0,158,174
A6-AEI,Etihad Airways,A321-231,0,16,0,158,174
A6-AEJ,Etihad Airways,A321-231,0,16,0,158,174
A6-ABF,Air Arabia,A320-214,0,0,0,168,168
A6-ABM,Air Arabia,A320-214,0,0,0,168,168
A6-ANA,Air Arabia,A320-214,0,0,0,168,168
A6-ANB,Air Arabia,A320-214,0,0,0,162,162
A6-ANH,Air Arabia,A320-214,0,0,0,162,162
A6-ANI,Air Arabia,A320-214,0,0,0,162,162
A6-ANL,Air Arabia,A320-214,0,0,0,168,168
A6-ANM,Air Arabia,A320-214,0,0,0,168,168
A6-ANN,Air Arabia,A320-214,0,0,0,168,168
A6-ANO,Air Arabia,A320-214,0,0,0,168,168
A6-ANP,Air Arabia,A320-214,0,0,0,168,168
A6-ANQ,Air Arabia,A320-214,0,0,0,168,168
A6-ANR,Air Arabia,A320-214,0,0,0,168,168
A6-ANS,Air Arabia,A320-214,0,0,0,168,168
A6-ANT,Air Arabia,A320-214,0,0,0,168,168
A6-ANU,Air Arabia,A320-214,0,0,0,168,168
A6-ANV,Air Arabia,A320-214,0,0,0,168,168
A6-ANW,Air Arabia,A320-214,0,0,0,168,168
A6-ANX,Air Arabia,A320-214,0,0,0,168,168
A6-AOA,Air Arabia,A320-214,0,0,0,168,168
A6-AOB,Air Arabia,A320-214,0,0,0,168,168
A6-AOC,Air Arabia,A320-214,0,0,0,168,168
A6-AOD,Air Arabia,A320-214,0,0,0,168,168
A6-AOE,Air Arabia,A320-214,0,0,0,168,168
A6-AOF,Air Arabia,A320-214,0,0,0,168,168
A6-AOH,Air Arabia,A320-214,0,0,0,168,168
A6-AOI,Air Arabia,A320-214,0,0,0,168,168
A6-AOJ,Air Arabia,A320-214,0,0,0,168,168
A6-AOK,Air Arabia,A320-214,0,0,0,168,168
A6-AOL,Air Arabia,A320-214,0,0,0,168,168
A6-AON,Air Arabia,A320-214,0,0,0,168,168
A6-AOO,Air Arabia,A320-214,0,0,0,168,168
A6-AOP,Air Arabia,A320-214,0,0,0,168,168
A6-AOQ,Air Arabia,A320-214,0,0,0,168,168
A6-AOR,Air Arabia,A320-214,0,0,0,168,168
A6-AOS,Air Arabia,A320-214,0,0,0,168,168
A6-AOT,Air Arabia,A320-214,0,0,0,168,168
A6-AOU,Air Arabia,A320-214,0,0,0,168,168
A6-AOV,Air Arabia,A320-214,0,0,0,168,168
A6-AOW,Air Arabia,A320-214,0,0,0,168,168
A6-AOX,Air Arabia,A320-214,0,0,0,168,168
A6-AOM,Air Arabia,A320-214,0,0,0,168,168
A6-ANZ,Air Arabia,A320-214,0,0,0,168,168
A6-ANY,Air Arabia,A320-214,0,0,0,168,168
A6-ANK,Air Arabia,A320-214,0,0,0,168,168
A6-ANJ,Air Arabia,A320-214,0,0,0,168,168
A6-ANG,Air Arabia,A320-214,0,0,0,162,162
A6-ANF,Air Arabia,A320-214,0,0,0,162,162
A6-ANE,Air Arabia,A320-214,0,0,0,162,162
A6-AND,Air Arabia,A320-214,0,0,0,162,162
A6-ANC,Air Arabia,A320-214,0,0,0,162,162
A6-ABT,Air Arabia,A320-214,0,0,0,162,162
A6-ABS,Air Arabia,A320-214,0,0,0,162,162
A6-ABQ,Air Arabia,A320-214,0,0,0,162,162
A6-ABP,Air Arabia,A320-214,0,0,0,162,162
A6-ABO,Air Arabia,A320-214,0,0,0,162,162
B-5083,Hainan Airlines,B737-883,0,8,0,156,164
B-5089,Hainan Airlines,B737-883,0,8,0,156,164
B-5090,Hainan Airlines,B737-883,0,8,0,156,164
B-5346,Hainan Airlines,B737-8BK,0,8,0,156,164
B-2647,Hainan Airlines,B737-84P,0,8,0,156,164
B-2651,Hainan Airlines,B737-84P,0,8,0,156,164
B-2652,Hainan Airlines,B737-84P,0,8,0,156,164
B-2676,Hainan Airlines,B737-84P,0,8,0,156,164
B-5136,Hainan Airlines,B737-84P,0,8,0,156,164
B-5137,Hainan Airlines,B737-84P,0,8,0,156,164
B-5416,Hainan Airlines,B737-84P,0,8,0,156,164
B-5465,Hainan Airlines,B737-84P,0,8,0,156,164
B-5466,Hainan Airlines,B737-84P,0,8,0,156,164
B-5439,Hainan Airlines,B737-808,0,8,0,156,164
B-5709,Hainan Airlines,B737-808,0,8,0,156,164
B-5710,Hainan Airlines,B737-84P,0,8,0,156,164
B-5358,Hainan Airlines,B737-84P,0,8,0,156,164
B-5359,Hainan Airlines,B737-8FH,0,8,0,156,164
B-5765,Hainan Airlines,B737-84P,0,8,0,156,164
B-5835,Hainan Airlines,B737-84P,0,8,0,156,164
B-5427,Hainan Airlines,B737-84P,0,8,0,156,164
B-5417,Hainan Airlines,B737-86N,0,8,0,156,164
B-5480,Hainan Airlines,B737-86N,0,8,0,156,164
B-5481,Hainan Airlines,B737-86N,0,8,0,156,164
B-5337,Hainan Airlines,B737-84P,0,8,0,156,164
B-5338,Hainan Airlines,B737-84P,0,8,0,156,164
B-5483,Hainan Airlines,B737-84P,0,8,0,156,164
B-5478,Hainan Airlines,B737-84P,0,8,0,156,164
B-5371,Hainan Airlines,B737-84P,0,8,0,156,164
B-5479,Hainan Airlines,B737-84P,0,8,0,156,164
B-5373,Hainan Airlines,B737-84P,0,8,0,156,164
B-5463,Hainan Airlines,B737-84P,0,8,0,156,164
B-5502,Hainan Airlines,B737-84P,0,8,0,156,164
B-5372,Hainan Airlines,B737-84P,0,8,0,156,164
B-5405,Hainan Airlines,B737-84P,0,8,0,156,164
B-5406,Hainan Airlines,B737-84P,0,8,0,156,164
B-5540,Hainan Airlines,B737-84P,0,8,0,156,164
B-5375,Hainan Airlines,B737-84P,0,8,0,156,164
B-5408,Hainan Airlines,B737-84P,0,8,0,156,164
B-5520,Hainan Airlines,B737-84P,0,8,0,156,164
B-5521,Hainan Airlines,B737-84P,0,8,0,156,164
B-1793,Hainan Airlines,B737-86J,0,8,0,156,164
B-5418,Hainan Airlines,B737-86N,0,8,0,156,164
B-5428,Hainan Airlines,B737-86N,0,8,0,156,164
B-5429,Hainan Airlines,B737-86N,0,8,0,156,164
B-5467,Hainan Airlines,B737-84P,0,8,0,156,164
B-5462,Hainan Airlines,B737-84P,0,8,0,156,164
B-5522,Hainan Airlines,B737-84P,0,8,0,156,164
B-5733,Hainan Airlines,B737-84P,0,8,0,156,164
B-5735,Hainan Airlines,B737-84P,0,8,0,156,164
B-5581,Hainan Airlines,B737-84P,0,8,0,156,164
B-5620,Hainan Airlines,B737-84P,0,8,0,156,164
B-5611,Hainan Airlines,B737-84P,0,8,0,156,164
B-5625,Hainan Airlines,B737-84P,0,8,0,156,164
B-1725,Hainan Airlines,B737-84P,0,8,0,156,164
B-5623,Hainan Airlines,B737-84P,0,8,0,156,164
B-5636,Hainan Airlines,B737-84P,0,8,0,156,164
B-5637,Hainan Airlines,B737-84P,0,8,0,156,164
B-5638,Hainan Airlines,B737-84P,0,8,0,156,164
B-5661,Hainan Airlines,B737-84P,0,8,0,156,164
B-5662,Hainan Airlines,B737-84P,0,8,0,156,164
B-5663,Hainan Airlines,B737-84P,0,8,0,156,164
B-5685,Hainan Airlines,B737-84P,0,8,0,156,164
B-5686,Hainan Airlines,B737-84P,0,8,0,156,164
B-5686,Hainan Airlines,B737-84P,0,8,0,156,164
B-5687,Hainan Airlines,B737-84P,0,8,0,156,164
B-5712,Hainan Airlines,B737-84P,0,8,0,156,164
B-5713,Hainan Airlines,B737-84P,0,8,0,156,164
B-5289,Hainan Airlines,B737-74P,0,8,0,120,128
B-5288,Hainan Airlines,B737-74P,0,8,0,120,128
B-5797,Hainan Airlines,B737-84P,0,8,0,156,164
B-5798,Hainan Airlines,B737-84P,0,8,0,156,164
B-5852,Hainan Airlines,B737-84P,0,8,0,156,164
B-5853,Hainan Airlines,B737-84P,0,8,0,156,164
B-5855,Hainan Airlines,B737-84P,0,8,0,156,164
B-1927,Hainan Airlines,B737-84P,0,8,0,156,164
B-1928,Hainan Airlines,B737-84P,0,8,0,156,164
B-1929,Hainan Airlines,B737-84P,0,8,0,156,164
B-1995,Hainan Airlines,B737-84P,0,8,0,156,164
B-1996,Hainan Airlines,B737-84P,0,8,0,156,164
B-1997,Hainan Airlines,B737-84P,0,8,0,156,164
B-1727,Hainan Airlines,B737-84P,0,8,0,156,164
B-1726,Hainan Airlines,B737-84P,0,8,0,156,164
B-1728,Hainan Airlines,B737-84P,0,8,0,156,164
B-1783,Hainan Airlines,B737-84P,0,8,0,156,164
B-1786,Hainan Airlines,B737-84P,0,8,0,156,164
B-5579,Hainan Airlines,B737-84P,0,8,0,156,164
B-5580,Hainan Airlines,B737-84P,0,8,0,156,164
B-1503,Hainan Airlines,B737-84P,0,8,0,156,164
B-1505,Hainan Airlines,B737-84P,0,8,0,156,164
B-6060,Hainan Airlines,B737-84P,0,8,0,156,164
B-1733,Hainan Airlines,B737-86N,0,8,0,156,164
B-1735,Hainan Airlines,B737-86N,0,8,0,156,164
B-1729,Hainan Airlines,B737-84P,0,8,0,156,164
B-1785,Hainan Airlines,B737-84P,0,8,0,156,164
B-1787,Hainan Airlines,B737-84P,0,8,0,156,164
B-1542,Hainan Airlines,B737-84P,0,8,0,156,164
B-1799,Hainan Airlines,B737-84P,0,8,0,156,164
B-1501,Hainan Airlines,B737-84P,0,8,0,156,164
B-6061,Hainan Airlines,B737-84P,0,8,0,156,164
B-6063,Hainan Airlines,B737-84P,0,8,0,156,164
B-6065,Hainan Airlines,B737-84P,0,8,0,156,164
B-7886,Hainan Airlines,B737-84P,0,8,0,156,164
B-6066,Hainan Airlines,B737-84P,0,8,0,156,164
B-7616,Hainan Airlines,B737-84P,0,8,0,156,164
B-6808,Hainan Airlines,B737-84P,0,8,0,156,164
B-7618,Hainan Airlines,B737-84P,0,8,0,156,164
B-1795,Hainan Airlines,B737-84P,0,8,0,156,164
B-1796,Hainan Airlines,B737-84P,0,8,0,156,164
B-1797,Hainan Airlines,B737-84P,0,8,0,156,164
B-7173,Hainan Airlines,B737-86N,0,8,0,156,164
B-7175,Hainan Airlines,B737-86N,0,8,0,156,164
B-1541,Hainan Airlines,B737-86N,0,8,0,156,164
B-1548,Hainan Airlines,B737-86N,0,8,0,156,164
B-7400,Hainan Airlines,B737-86N,0,8,0,156,164
B-1496,Hainan Airlines,B737-86N,0,8,0,156,164
B-1498,Hainan Airlines,B737-86N,0,8,0,156,164
B-1493,Hainan Airlines,B737-86N,0,8,0,156,164
B-1347,Hainan Airlines,B737-86N,0,8,0,156,164
B-6062,Hainan Airlines,B737-84P,0,8,0,156,164
B-1502,Hainan Airlines,B737-84P,0,8,0,156,164
B-1538,Hainan Airlines,B737-84P,0,8,0,156,164
B-6103,Hainan Airlines,B737-84P,0,8,0,156,164
B-7379,Hainan Airlines,B737-84P,0,8,0,156,164
B-7399,Hainan Airlines,B737-84P,0,8,0,156,164
B-1489,Hainan Airlines,B737-84P,0,8,0,156,164
B-1346,Hainan Airlines,B737-84P,0,8,0,156,164
B-1386,Hainan Airlines,B737-84P,0,8,0,156,164
B-1213,Hainan Airlines,B737-84P,0,8,0,156,164
B-1215,Hainan Airlines,B737-84P,0,8,0,156,164
B-1103,Hainan Airlines,B737-84P,0,8,0,156,164
B-1547,Hainan Airlines,B737-84P,0,8,0,156,164
B-1545,Hainan Airlines,B737-84P,0,8,0,156,164
B-1549,Hainan Airlines,B737-84P,0,8,0,156,164
B-7171,Hainan Airlines,B737-86N,0,8,0,156,164
B-7172,Hainan Airlines,B737-86N,0,8,0,156,164
B-7619,Hainan Airlines,B737-86N,0,8,0,156,164
B-7639,Hainan Airlines,B737-86N,0,8,0,156,164
B-1488,Hainan Airlines,B737-86N,0,8,0,156,164
B-1492,Hainan Airlines,B737-86N,0,8,0,156,164
B-7377,Hainan Airlines,B737-86N,0,8,0,156,164
B-7378,Hainan Airlines,B737-86N,0,8,0,156,164
B-7398,Hainan Airlines,B737-86N,0,8,0,156,164
B-1390,Hainan Airlines,B737-8 MAX,0,8,0,168,176
B-1389,Hainan Airlines,B737-8 MAX,0,8,0,168,176
B-1387,Hainan Airlines,B737-8 MAX,0,8,0,168,176
B-1388,Hainan Airlines,B737-8 MAX,0,8,0,168,176
B-1487,Hainan Airlines,B737-84P,0,8,0,156,164
B-1490,Hainan Airlines,B737-84P,0,8,0,156,164
B-1102,Hainan Airlines,B737-84P,0,8,0,156,164
B-1101,Hainan Airlines,B737-84P,0,8,0,156,164
B-1491,Hainan Airlines,B737-84P,0,8,0,156,164
B-1495,Hainan Airlines,B737-84P,0,8,0,156,164
B-1497,Hainan Airlines,B737-84P,0,8,0,156,164
B-1372,Hainan Airlines,B737-84P,0,8,0,156,164
B-1375,Hainan Airlines,B737-84P,0,8,0,156,164
B-1373,Hainan Airlines,B737-84P,0,8,0,156,164
B-5153,Hainan Airlines,B737-84P,0,8,0,156,164
B-5082,Hainan Airlines,B737-883,0,8,0,156,164
B-5138,Hainan Airlines,B737-84P,0,8,0,156,164
B-5139,Hainan Airlines,B737-84P,0,8,0,156,164
B-5141,Hainan Airlines,B737-84P,0,8,0,156,164
B-5538,Hainan Airlines,B737-84P,0,8,0,156,164
B-5539,Hainan Airlines,B737-84P,0,8,0,156,164
B-5135,Hainan Airlines,B737-84P,0,8,0,156,164
UK-78703,Uzbekistan Airways,B787-8,0,24,0,222,246
4K-AZ53,AZAL Azerbaijan Airlines,ATR 42-500,0,0,0,50,50
4K-AZ52,AZAL Azerbaijan Airlines,ATR 42-500,0,0,0,50,50
4K-AZ64,AZAL Azerbaijan Airlines,ATR 72-500,0,0,0,70,70
4K-AZ65,AZAL Azerbaijan Airlines,ATR 72-500,0,0,0,70,70
4K-AZ66,AZAL Azerbaijan Airlines,ATR 72-500,0,0,0,70,70
4K-AZ67,AZAL Azerbaijan Airlines,ATR 72-500,0,0,0,70,70
4K-AZ03,AZAL Azerbaijan Airlines,A319-111,0,24,0,90,114
4K-AZ04,AZAL Azerbaijan Airlines,A319-111,0,24,0,90,114
4K-AZ77,AZAL Azerbaijan Airlines,A320-214,0,20,0,126,146
4K-AZ83,AZAL Azerbaijan Airlines,A320-214,0,20,0,126,146
4K-AZ84,AZAL Azerbaijan Airlines,A320-214,0,20,0,126,146
4K-AZ86,AZAL Azerbaijan Airlines,A340-542,0,36,0,201,237
4K-AZ80,AZAL Azerbaijan Airlines,A320-214,0,20,0,126,146
HL7550,Korean Air,A330-322,6,18,0,252,276
HL7551,Korean Air,A330-322,12,28,0,256,296
HL7524,Korean Air,A330-322,6,18,0,252,276
HL7525,Korean Air,A330-322,6,18,0,252,276
HL7538,Korean Air,A330-223,6,24,0,188,218
HL7539,Korean Air,A330-223,6,24,0,188,218
