Album Title,Artist Name,Genre,Date,Distribution,Rating,Music Count
Lenz,The Colored Paper,"랩/힙합,  인디뮤직",2018.10.01,(주)미러볼뮤직,5,1
beautiful girls,디캐시,알앤비/어반,2018.10.01,(주)소리바다,0,1
[Oct] Diary,피아노을(Piano:el),뉴에이지,2018.10.01,워너뮤직코리아,0,30
하루종일,탁연,"랩/힙합,  인디뮤직",2018.10.02,워너뮤직코리아,7.4,2
칵테일 얼음이 녹기 전에,모브닝(MOVNING),"인디뮤직,  락",2018.10.01,포크라노스,7.7,1
나잖아,박정철,발라드,2018.10.01,(주)우조엔터테인먼트,3.3,2
말해줘,김효영,"발라드,  인디뮤직",2018.10.01,(주)티에스앤엔터테인먼트,4.4,1
바다의 이편과 저편,가당찮,락,2018.10.01,(주)엔에이치엔벅스,4,3
NEW KIDS : THE FINAL,iKON,발라드,2018.10.01,(주)지니뮤직,7.9,4
Luvidu,모니카,"댄스,  발라드,  알앤비/어반",2018.10.01,(주)인터파크,4.4,5
my,유라(youra),"알앤비/어반,  인디뮤직",2018.10.01,로엔엔터테인먼트,7.1,1
"그래, 이제",메리그린,"발라드,  인디뮤직",2018.10.01,(주)필뮤직,4.9,2
작아도 괜찮아,커플다이어리,인디뮤직,2018.10.02,(주)오감엔터테인먼트,7.3,2
내 마음은,수진,"인디뮤직,  포크",2018.10.02,(주)미러볼뮤직,4.8,8
있는데 없는 너,레오(LEO),발라드,2018.10.02,Stone Music Entertainment,8.3,1
핸썹 (HANSSUP),핸썹(HANSSUP),댄스,2018.10.02,(주)우조엔터테인먼트,2.8,1
Sang From Hong Kong,Sid Frio,랩/힙합,2018.10.02,(주)루미넌트엔터테인먼트,4.5,1
좋아해줘안칠현,moonc,알앤비/어반,2018.10.02,(주)다날엔터테인먼트,5.5,2
너를 닮아 (Draw you),릴리(Lily),알앤비/어반,2018.10.02,(주)아이리버,6.7,2
동물원에 간 하이솔,하이솔,"댄스,  발라드",2018.10.02,(주)인터파크,7.1,2
사랑인가 봐,NORMS(놈스),발라드,2018.10.02,(주)뮤직앤뉴,4,1
KxH/Live!,김간지x하헌진,"인디뮤직,  락",2018.10.02,포크라노스,5.7,10
Love Me,사피라 K(Safira.K),일렉트로니카,2018.10.02,(주)다날엔터테인먼트,4.8,2
Blue wonderstruck,선데이레스트(Sundayrest),"인디뮤직,  락",2018.10.02,(주)사운드리퍼블리카,5.7,2
지금이라도,Iris(아이리스),포크,2018.10.02,(주)지니뮤직,6.1,1
깊은 밤,혜린,발라드,2018.10.02,(주)광수미디어,4,1
포효,권인하,발라드,2018.10.02,로엔엔터테인먼트,7.6,4
My Love,서지안,발라드,2018.10.02,(주)뮤직앤뉴,7.8,2
나의 눈을 보아요,페퍼민트,발라드,2018.10.02,(주)티에스앤엔터테인먼트,4.8,2
POUR UP,기글리베어(Giggly Bear),랩/힙합,2018.10.02,아토엔터테인먼트,2.5,1
괜찮아,데이스타(DaystAr),발라드,2018.10.02,(주)소리바다,3.3,2
NOIR 2nd Mini album 'TOPGUN',NOIR(느와르),랩/힙합,2018.10.02,(주)지니뮤직,6.8,6
S.O.U.L DIGITAL SINGLE,S.O.U.L ,댄스,2018.10.02,로엔엔터테인먼트,5.5,2
Dreams In A Glass,동구(DØNGGU),"발라드,  인디뮤직",2018.10.02,비스킷 사운드,0,1
러블리 호러블리 OST,Various Artists,O.S.T,2018.10.02,로엔엔터테인먼트,6.3,52
4Page,어라우즈(Arouse),알앤비/어반,2018.10.02,퍼플파인엔터테인먼트,4,4
TXs project,TSUN(티썬),알앤비/어반,2018.10.02,Stone Music Entertainment,4.8,8
사랑은,스탠딩 에그(Standing Egg),"인디뮤직,  포크",2018.10.02,로엔엔터테인먼트,6.5,2
Drive Thru,행주,랩/힙합,2018.10.02,Stone Music Entertainment,6.9,1
Sentimental Dreamin,Clara C(클라라C),"알앤비/어반,  인디뮤직",2018.10.03,(주)미러볼뮤직,4.1,1
Vol.1 Mix tape Boom&Beat&Clap,Rose Finger(로즈핑거),댄스,2018.10.03,(주)다날엔터테인먼트,5.2,1
그만해,레이니(Rainy),발라드,2018.10.03,(주)티에스앤엔터테인먼트,6.3,2
CAELO,Babylon(베이빌론),알앤비/어반,2018.10.03,소니뮤직,6.7,13
‘Save me',이재선,댄스,2018.10.02,민사운드스토리엔터테인먼트,2.2,3
연금술사,Across The Universe,"인디뮤직,  락",2018.10.02,(주)코부코,0,2
새벽밤,온수(onsu),인디뮤직,2018.10.02,(주)지니뮤직,6.6,1
October Lover,이소라,발라드,2018.10.02,(주)엔에이치엔벅스,8.6,1
Viewglass (시선차단),진주(Hyun Jin Ju),"일렉트로니카,  인디뮤직",2018.10.03,(주)오감엔터테인먼트,5.4,2
HYPERISM BLUE,솔비,일렉트로니카,2018.10.03,(주)뮤직앤뉴,2.8,4
STAY WITH ME,Ferry,일렉트로니카,2018.10.03,워너뮤직코리아,4.5,1
SEASON1/#4,엠투엠 (M To M),발라드,2018.10.03,(주)지니뮤직,6.7,5
부서지기 쉬운 날,박태원,"인디뮤직,  락",2018.10.03,비스킷 사운드,6.3,1
PRAY,트리가(Trigga),랩/힙합,2018.10.03,(주)소리바다,4.8,5
Flexin,24 Flakko,랩/힙합,2018.10.03,Stone Music Entertainment,4.7,1
내 뒤에 테리우스 OST Part 1,가호(Gaho),드라마음악,2018.10.03,(주)블렌딩,6,2
Worth It,Ted Park,랩/힙합,2018.10.03,Stone Music Entertainment,4.8,1
내일 뭐해?,서지(SURGE),알앤비/어반,2018.10.04,(주)지니뮤직,6,1
온기,다시보기,"락,  인디뮤직",2018.10.04,(주)뮤직앤뉴,6.1,1
The First Scene - The 1st Mini Album,유리 (YURI),"댄스,  발라드",2018.10.04,(주)아이리버,7.4,6
Super Market,풍뎅이(PDE),랩/힙합,2018.10.04,(주)다날엔터테인먼트,5.5,2
이 밤 (This Night),노래하는 말괄량이(The Singing Girls),"발라드,  인디뮤직",2018.10.04,(주)오감엔터테인먼트,5,3
Every Time You Call My Name,마더바이브,재즈,2018.10.04,페이지터너AMS,6.2,2
Fisherman,바이어(Buyer),랩/힙합,2018.10.04,(주)소리바다,0,1
그곳에서,도끼(DOK2),랩/힙합,2018.10.03,로엔엔터테인먼트,6.8,1
오늘의 탐정 OST Part 4,휘성(Realslow),드라마음악,2018.10.03,Stone Music Entertainment,6.7,2
Our Night,실버클럽(SILVERCLUB),"락,  인디뮤직,  일렉트로니카",2018.10.04,(주)뮤직앤뉴,0,1
밤,1L2L,발라드,2018.10.04,(주)티에스앤엔터테인먼트,4.9,2
달빛,우디,"인디뮤직,  포크",2018.10.04,비스킷 사운드,0,1
꽃잎,덕호씨,인디뮤직,2018.10.04,포크라노스,7.8,2
까만밤,나랑,"인디뮤직,  포크",2018.10.04,먼데이브런치,0,2
소리 질러줘,PITCH,락,2018.10.04,아토엔터테인먼트,2.5,1
손 the guest OST Part 1,오존(O3ohn),드라마음악,2018.10.04,Stone Music Entertainment,7.2,4
If You Love Me,재이(JEI),댄스,2018.10.04,뮤직파운드,0.3,2
HUSTLE,Marilyn Monderland,알앤비/어반,2018.10.04,Stone Music Entertainment,4,6
"“안시성"" 오리지널 사운드 트랙",윤일상,영화음악,2018.10.04,로엔엔터테인먼트,7.8,58
핑퐁 (pingpong),라디(Ra. D),알앤비/어반,2018.10.04,(주)지니뮤직,5.9,1
和 (화),카코포니(cacophony),일렉트로니카,2018.10.04,(주)엔에이치엔벅스,5.4,9
마성의 기쁨 OST Part 4,최진혁,드라마음악,2018.10.04,로엔엔터테인먼트,8.3,2
Aquarium,커니(Kuny),랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,2.5,1
곰신 대신 꽃신,12,"댄스,  인디뮤직",2018.10.04,(주)미러볼뮤직,0,2
Away,클래디,랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,0.3,8
우리의 여름은 가고 가을이 또 왔네요,깃든,인디뮤직,2018.10.04,(주)지니뮤직,5.1,2
이렇게 이별,성태(포스트맨),"발라드,  인디뮤직",2018.10.04,워너뮤직코리아,7.8,2
Tune of the Life,루빈(Ruvin),인디뮤직,2018.10.04,포크라노스,4.2,3
인생,조덕환,"인디뮤직,  포크",2018.10.04,(주)미러볼뮤직,5.6,7
니가 그리워지는 밤,헤이 달리(Hey Dali),"발라드,  인디뮤직",2018.10.04,퍼플파인엔터테인먼트,3.5,2
Dawn,The Rose(더 로즈),락,2018.10.04,Stone Music Entertainment,7.3,5
너는 나의 태양이었다 (L O V E),바이올렛트리(Violet Tree),"인디뮤직,  락",2018.10.04,먼데이브런치,2.5,1
그 모습만,김성범,발라드,2018.10.04,(주)오감엔터테인먼트,5,2
그림,듀자매,포크,2018.10.04,(주)인터파크,6.1,2
It's My,LOVO(Lobo Da King),랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,3.8,2
RE:FRESH,소유(SOYOU),"댄스,  발라드,  알앤비/어반",2018.10.04,로엔엔터테인먼트,6.2,6
Down For You,시기펩(Siggie Feb),"랩/힙합,  인디뮤직",2018.10.04,먼데이브런치,4,5
마음속의 단어들,에피톤 프로젝트(Epitone Project),발라드,2018.10.04,로엔엔터테인먼트,8.1,11
아주 조금만,김규리아,발라드,2018.10.05,(주)필뮤직,4,1
너만 있으면 돼,박지용(허니지),댄스,2018.10.05,(주)뮤직앤뉴,0.3,2
여정,주현미,트로트,2018.10.05,워너뮤직코리아,5.6,2
We Can Be Together,Z A K U Z I,팝락,2018.10.05,YG PLUS,4.5,1
꽃신,이민용,발라드,2018.10.05,(주)우조엔터테인먼트,5.9,2
SAKURA,릴러말즈(Leellamarz),랩/힙합,2018.10.05,Stone Music Entertainment,5.6,1
Give Me A Chance,레이(LAY),알앤비/어반,2018.10.05,(주)아이리버,6,1
인디안,페페(Peppe),일렉트로니카,2018.10.05,(주)인터파크,2,1
A-jae Sensibility Part.1,SR,발라드,2018.10.05,(주)엔에이치엔벅스,5.2,14
병용아 일하자 9월용,지니어스 디(Genius D),랩/힙합,2018.10.05,(주)디지탈레코드,0,1
nowhere Michelle,입술을깨물다(Lips-Bite),"인디뮤직,  락",2018.10.05,(주)미러볼뮤직,6.7,1
HOME,Ways (웨이즈),발라드,2018.10.05,(주)지니뮤직,6,2
여전해,서교동트리오,"인디뮤직,  포크",2018.10.05,퍼플파인엔터테인먼트,5.9,1
10월 5일,노피(NOPI),"발라드,  인디뮤직",2018.10.05,(주)오감엔터테인먼트,5.6,2
데구르르,유발이,인디뮤직,2018.10.05,포크라노스,5,1
Night Run,NO_ON(눈),"알앤비/어반,  인디뮤직",2018.10.05,퍼플파인엔터테인먼트,3.3,5
Noise,Bless kid,랩/힙합,2018.10.05,(주)뮤즈플랫폼,0,1
광합성,바겐바이러스(Bargain Virus),포크,2018.10.05,(주)티에스앤엔터테인먼트,4.2,2
Think About' Chu,전차인,"알앤비/어반,  인디뮤직",2018.10.05,(주)미러볼뮤직,3.8,1
rewind Vol.2,구윤회,발라드,2018.10.05,(주)루미넌트엔터테인먼트,6.8,2
MMBB,디어캣(Dearcat),일렉트로니카,2018.10.05,워너뮤직코리아,3.5,1
You Feel Me?,O.Khem,"발라드,  알앤비/어반",2018.10.05,(주)예향엔터테인먼트,3.3,1
Good Night,초묘(超妙),락,2018.10.05,(주)광수미디어,7.5,2
Morning Calm,Lit Ross,랩/힙합,2018.10.05,아토엔터테인먼트,0,1
김형석 with Friends Pop & Pop Collaboration #2 유회승(N.Flying) X O.ZO,유회승(N.Flying),발라드,2018.10.05,로엔엔터테인먼트,6.7,1
제3의 매력 (JTBC 금토드라마) OST - Part 2,조성모,드라마음악,2018.10.05,(주)엔에이치엔벅스,6.7,4
하나뿐인 내편 OST Part 3,이민혁,드라마음악,2018.10.06,(주)다날엔터테인먼트,9.5,2
마법사,차가운 체리(Cold Cherry),인디뮤직,2018.10.06,(주)코부코,5,2
쇼미더머니 777 Episode 1,Various Artists,랩/힙합,2018.10.06,Stone Music Entertainment,5.8,4
내가 먼저 너를 정리할게,정연수,"인디뮤직,  포크,  락",2018.10.05,(주)다날엔터테인먼트,5,1
입체3시,달동네뮤지,락,2018.10.05,(주)소리바다,4,1
되돌릴 수 없어,whychan(와이찬),일렉트로니카,2018.10.05,먼데이브런치,0,2
HIGH HITS,박기영,일렉트로니카,2018.10.05,(주)지니뮤직,5.8,1
eightyfivesoul,레디(Reddy),랩/힙합,2018.10.05,Stone Music Entertainment,7.6,4
Close your eyes,비오(B.O.),알앤비/어반,2018.10.05,(주)지니뮤직,4.9,2
Everything to,치즈(CHEEZE),"인디뮤직,  포크",2018.10.05,로엔엔터테인먼트,7,1
우리 지금 보다 영원 (Always with You),Dr. Slam 박정서,락,2018.10.06,민사운드스토리엔터테인먼트,0,1
Ilovemyvibe,Cherry Coke,알앤비/어반,2018.10.06,(주)지니뮤직,5.6,1
그대 곁으로 가고 있죠,지노(더히든),발라드,2018.10.06,빅밴드,2.8,2
뒷모습,어쿠루브,"인디뮤직,  포크",2018.10.06,로엔엔터테인먼트,4.9,2
플레이어 OST Part 1,도끼(DOK2),드라마음악,2018.10.06,(주)블렌딩,7,2
Wonder,V.teum(빈틈)  ,알앤비/어반,2018.10.06,(주)오감엔터테인먼트,3.3,2
Summer's Gone,애쉬뮤트(Ashmute),"일렉트로니카,  인디뮤직",2018.10.06,(주)미러볼뮤직,6.1,2
TIME,던밀스(Don Mills),랩/힙합,2018.10.07,Stone Music Entertainment,7.2,2
닿을 듯 말 듯,백지웅,발라드,2018.10.07,로엔엔터테인먼트,7.2,2
신피디 3집,신피디,"인디뮤직,  포크",2018.10.08,(주)오감엔터테인먼트,3.3,2
Wanna Wanna,메리코발트(MERRY COBALT),일렉트로니카,2018.10.08,(주)코부코,4.3,2
Robinson Crusoe (Prod By Epi Beats),호수,랩/힙합,2018.10.08,뮤시아,0,1
바람 (WISH),Sonnet(소네트),포크,2018.10.08,(주)광수미디어,4,2
"미스마, 복수의 여신 OST Part 1",제아,드라마음악,2018.10.06,(주)블렌딩,4.3,2
#7,세븐어클락,"댄스,  일렉트로니카",2018.10.06,로엔엔터테인먼트,5,5
Love Song,박소유,"일렉트로니카,  인디뮤직",2018.10.06,포크라노스,5.9,1
복면가왕 172회,Various Artists,발라드,2018.10.07,(주)블렌딩,7.4,2
못생겨도 맛은 좋아,미식가요,인디뮤직,2018.10.07,(주)지니뮤직,6,2
사랑 한 번 쯤은,이예준,발라드,2018.10.07,로엔엔터테인먼트,6.3,2
맘,키스메이커(Kissmaker),"발라드,  인디뮤직",2018.10.08,(주)오감엔터테인먼트,5.8,1
화성에서 온 남자,일나티,랩/힙합,2018.10.08,(주)소리바다,0,2
백 년 만에,빨간의자,"인디뮤직,  포크",2018.10.08,포크라노스,5,1
꿈이라도,이무일,발라드,2018.10.08,아토엔터테인먼트,7.5,2
Raweird,김박첼라,알앤비/어반,2018.10.08,(주)엔에이치엔벅스,2.5,6
여우각시별 OST Part 1,청하,드라마음악,2018.10.08,에스앤제이미디어(주),7,2
kawaiitrap!,BRADYSTREET,랩/힙합,2018.10.08,Stone Music Entertainment,5.6,6
새로운 외로움,마해수,"알앤비/어반,  인디뮤직",2018.10.08,먼데이브런치,0,1
최고의 이혼 OST Part 1,디에이드(The Ade),드라마음악,2018.10.08,(주)뮤직앤뉴,8.2,2
신세계,AlphaBAT(알파벳),댄스,2018.10.08,(주)다날엔터테인먼트,5,4
알고 싶어요,신디,댄스,2018.10.08,(주)티에스앤엔터테인먼트,0,1
안 해도 돼,조규찬,발라드,2018.10.08,(주)지니뮤직,8.5,1
언제라도 나를 찾아,투엣,"발라드,  인디뮤직",2018.10.08,워너뮤직코리아,4.8,1
One More Time - Special Mini Album,SUPER JUNIOR (슈퍼주니어),댄스,2018.10.08,(주)아이리버,7.5,5
노래와 시 릴케,차빛나,"인디뮤직,  포크",2018.10.08,퍼플파인엔터테인먼트,5.7,3
TalkTok,이준엽,알앤비/어반,2018.10.08,(주)루미넌트엔터테인먼트,5,2
CHITCHAT,DOSHi(도시),랩/힙합,2018.10.08,(주)티에스앤엔터테인먼트,4.8,1
"선 (about me, malc)",마호가니 킹(Mahogany King),"알앤비/어반,  인디뮤직",2018.10.08,(주)미러볼뮤직,6.3,11
데려가,림지(Limzy),알앤비/어반,2018.10.08,(주)다날엔터테인먼트,5.6,1
존예,NAHANDSOME (나핸썸),랩/힙합,2018.10.08,(주)지니뮤직,2.8,1
In my head,우키(Wooki),일렉트로니카,2018.10.08,파라솔뮤직,7.4,1
SONG ONE (내 인생의 노래) - 김승수 편,김승수,발라드,2018.10.08,(주)인터파크,9,2
지대,오디오 게임(Audio Game),랩/힙합,2018.10.08,(주)인플래닛,4,3
기억의 창고,윤현상,"인디뮤직,  발라드",2018.10.08,로엔엔터테인먼트,4.5,1
Who Am I,UV,발라드,2018.10.08,Stone Music Entertainment,7,1
내 눈에는 니가 - SNUPER Special Edition,스누퍼(SNUPER),"댄스,  발라드",2018.10.08,(주)인터파크,6,5
끝까지 사랑 OST Part 19,리치,드라마음악,2018.10.09,(주)다날엔터테인먼트,9,2
강물,조준호,"인디뮤직,  포크",2018.10.09,비스킷 사운드,4.8,2
타고난 길치,황인경,"인디뮤직,  락",2018.10.09,포크라노스,4.8,1
동행 프로젝트 Vol.1,정권정,"인디뮤직,  포크",2018.10.09,워너뮤직코리아,5,2
"안녕, 가을아",로코베리,락,2018.10.09,로엔엔터테인먼트,6.7,2
Girls Wings Fly,위걸스(We Girls),댄스,2018.10.09,(주)소리바다,6.7,1
LEE HONG GI 2ND MINI ALBUM [DO n DO],이홍기 (FT아일랜드),"댄스,  일렉트로니카",2018.10.09,로엔엔터테인먼트,5.7,1
뷰티 인사이드 OST Part 2,빈센트,드라마음악,2018.10.09,(주)뮤직앤뉴,7.7,2
배드파파 OST Part 1,하동균,드라마음악,2018.10.08,(주)블렌딩,9.6,2
시간이 들겠지,로꼬,랩/힙합,2018.10.08,로엔엔터테인먼트,6.4,1
이창,250,일렉트로니카,2018.10.09,(주)아이리버,5.8,1
2집 가위손 (리마스터),임현정,락,2018.10.09,(주)지니뮤직,6.8,11
Alchemy,DAMIAN (다미안),랩/힙합,2018.10.09,Stone Music Entertainment,4.3,1
Born Again,Keith Ape,랩/힙합,2018.10.09,소니뮤직,5,8
연결되어 있으니까,양요섭,"발라드,  인디뮤직",2018.10.09,(주)미러볼뮤직,7.9,2
사랑이 비처럼 내릴 때,윤새벽,"인디뮤직,  포크",2018.10.09,(주)오감엔터테인먼트,1.8,2
Hold on me,문샤인(Moonshine),알앤비/어반,2018.10.09,(주)지니뮤직,3.8,2
동그라미 (Dearest Elle),BOY.D(보이.디 of 9와 숫자들),발라드,2018.10.10,소니뮤직,6.7,1
ABOUT ME,바이브,발라드,2018.10.10,(주)지니뮤직,5.8,12
‘Another wave',FAVE,락,2018.10.10,민사운드스토리엔터테인먼트,0,1
Some6ody else,지프 크락(ZIPE KROCK),락,2018.10.10,(주)케이디지털미디어,3,6
Melody & You,라이브유빈,락,2018.10.10,(주)다날엔터테인먼트,6,5
좋아할래,이글루(igloo),"인디뮤직,  락",2018.10.10,먼데이브런치,6.7,1
COLORIZE COLLECTION - 04,다능(DANUNG),알앤비/어반,2018.10.10,(주)우조엔터테인먼트,3.8,1
Pathfinder,더 매거스(The magus),"인디뮤직,  락",2018.10.10,(주)미러볼뮤직,6.7,11
사랑하고 싶은데,그레이트리(GrayTree),"알앤비/어반,  인디뮤직",2018.10.10,먼데이브런치,4.7,1
BURNING MY HEART,웰씨(Wel.C),알앤비/어반,2018.10.10,(주)뮤직앤뉴,4.8,4
Arirang (Radio Edit),DJ 루바토(DJ Rubato),일렉트로니카,2018.10.10,(주)필뮤직,2.5,1
편해지길,늘섬,"인디뮤직,  포크",2018.10.10,비스킷 사운드,0,1
Secret Love,감성돔(feeling makers) ,댄스,2018.10.10,(주)위프엔터테인먼트,2.5,2
Curtain 2,해토(Haterawtomato),"알앤비/어반,  인디뮤직",2018.10.10,(주)미러볼뮤직,0,1
Dilemmas,마일스(MILE$),랩/힙합,2018.10.10,(주)필뮤직,0,1
듣기싫어,규영,랩/힙합,2018.10.10,Stone Music Entertainment,4,1
The Story of My Music,김혜연,트로트,2018.10.10,(주)오감엔터테인먼트,5.9,5
사수자리,제이화,인디뮤직,2018.10.10,포크라노스,3.8,1
Day n Night,루멕스 앤 키고(Ru_mexx & Keego),"일렉트로니카,  인디뮤직",2018.10.10,포크라노스,0,1
삐삐,아이유(IU),알앤비/어반,2018.10.10,로엔엔터테인먼트,7.9,1
많이 아파,순순희,발라드,2018.10.10,(주)루미넌트엔터테인먼트,4.3,2
Romantica (로만티카),미라클라스,클래시컬크로스오버,2018.10.10,유니버설뮤직,7.5,12
니가 보고 싶은 밤,파니니 브런치(Panini Brunch),발라드,2018.10.10,워너뮤직코리아,3.3,2
내 뒤에 테리우스 OST Part 2,SURAN(수란),드라마음악,2018.10.10,(주)블렌딩,7.3,2
Make It Rain,젯나(JetNa),랩/힙합,2018.10.10,(주)소리바다,0,1
청첩장,알레그로(Allegrow),인디뮤직,2018.10.10,(주)엔에이치엔벅스,3.2,1
지구인,이기찬,발라드,2018.10.10,(주)미러볼뮤직,5.4,1
Still...,낙준 (버나드 박),알앤비/어반,2018.10.10,(주)아이리버,7.9,3
내가 사랑한 사람,더 브릿지,발라드,2018.10.10,(주)티에스앤엔터테인먼트,4.5,3
The 2nd Digital Single '이별이 온다',전인혁BAND,락,2018.10.11,(주)오감엔터테인먼트,0,1
More People More Problems,Syler,랩/힙합,2018.10.11,Stone Music Entertainment,0,7
#mentalhealth&socialissues,산이(San E),랩/힙합,2018.10.10,로엔엔터테인먼트,4.3,3
Beautiful,C-Young,알앤비/어반,2018.10.10,(주)루미넌트엔터테인먼트,2.5,2
약했어,테이슨(Tason),랩/힙합,2018.10.10,(주)루미넌트엔터테인먼트,5,1
이렇게 웃어봐,초코마카롱,발라드,2018.10.10,아토엔터테인먼트,0,1
melt,주쥐(Zoo-G),랩/힙합,2018.10.10,(주)지니뮤직,0,8
We Go Loud,Clarity,랩/힙합,2018.10.10,(주)엔에이치엔벅스,2.3,1
From.9,프로미스나인,댄스,2018.10.10,Stone Music Entertainment,8.2,5
넌 별,18th Letter,발라드,2018.10.11,(주)티에스앤엔터테인먼트,0,2
첫사랑,백아,"인디뮤직,  포크",2018.10.11,(주)필뮤직,0,2
FADE,가든러쉬(Grdnrush),알앤비/어반,2018.10.11,(주)루미넌트엔터테인먼트,0,4
같이가면 (With me),P.ZONE,랩/힙합,2018.10.11,(주)뮤직앤뉴,0,1
Skadoosh Pt.2,Juro the Whitecanvas(주로 더 화이트캔버스),랩/힙합,2018.10.11,(주)뮤직앤뉴,0,4
REAL LIVE NANJANG VOL.11 (난장 라이브),우리같은사람들,"인디뮤직,  락",2018.10.11,(주)코부코,0,2
Paradise 0.4,주로(JURO) ,"락,  인디뮤직",2018.10.11,비스킷 사운드,0,1
공상,톰톰,발라드,2018.10.11,먼데이브런치,0,1
다시 만날 때,달지,랩/힙합,2018.10.11,(주)코부코,0,1
읊어본다,오늘의 온도,발라드,2018.10.11,(주)광수미디어,0,2
있어줄게 (With You),지동국,발라드,2018.10.11,(주)다날엔터테인먼트,0,2
그대없는 난,김찬호,발라드,2018.10.11,(주)엔에이치엔벅스,0,1
We all need Bluegrass,컨트리공방,"인디뮤직,  포크",2018.10.11,(주)미러볼뮤직,7.5,9
Voce (with Roberto Menescal),나희경,보사노바 재즈,2018.10.11,페이지터너AMS,5,1
나 없는 네가 웃으며 지내지 말기를...,캔도(CANDO),발라드,2018.10.11,(주)지니뮤직,0,2
초상화,디케(Deeke),랩/힙합,2018.10.11,(주)루미넌트엔터테인먼트,0,1
후회,하언,포크,2018.10.11,먼데이브런치,0,2
문득,프리멜로,알앤비/어반,2018.10.11,(주)소리바다,0,2
It's a TRAP!,넘넘(numnum),"인디뮤직,  락",2018.10.11,포크라노스,0,1
Kryptonite (크립토나이트),Seiren(세이렌),랩/힙합,2018.10.11,퍼플파인엔터테인먼트,0,1
"Sandwich, Milk (Feat. divin')",C.Koon,랩/힙합,2018.10.11,(주)아이리버,0,1
손 the guest OST Part 2,손승연,드라마음악,2018.10.11,Stone Music Entertainment,9,2
꽃처럼,페르시(persie),발라드,2018.10.11,아토엔터테인먼트,0,1
